START,n_0,C_min,Npred_0,CboundMin,Lambda_min,Jitter,JitterRatio,Status
4,4,1.921812,4,0.000000,,3.706813,5.184540e-01,EXPECTED
5,5,2.590290,5,0.000000,,4.996182,5.184539e-01,EXPECTED
6,6,2.140268,6,0.000000,,4.952768,4.321357e-01,EXPECTED
8,8,2.162039,8,0.000000,,5.575458,3.877778e-01,EXPECTED
9,9,4.827796,9,0.000000,,6.363339,7.586891e-01,EXPECTED
10,10,2.120759,10,0.000000,,6.116696,3.467164e-01,EXPECTED
12,12,4.116507,12,0.000000,,6.060473,6.792386e-01,EXPECTED
13,13,2.192988,13,0.000000,,6.997923,3.133770e-01,EXPECTED
14,14,1.989892,14,0.000000,,6.968500,2.855553e-01,EXPECTED
(5#)3/2,59,1.146642,59,0.000000,,5.338351,2.147933e-01,EXPECTED
(5#)2,64,1.081019,64,0.000000,,5.136903,2.104418e-01,EXPECTED
(5#)5/2,79,0.979081,89,0.000000,,4.727766,2.070917e-01,EXPECTED
(5#)3,97,0.871999,103,0.000000,,4.551517,1.915843e-01,EXPECTED
(7#)/2,113,1.596300,113,0.000000,,4.351918,3.668038e-01,EXPECTED
(5#)4,128,2.207081,128,0.000000,,4.271301,5.167234e-01,EXPECTED
(5#)9/2,146,1.360895,149,0.000000,,4.128194,3.296587e-01,EXPECTED
(5#)5,157,1.311058,163,0.000000,,4.043182,3.242639e-01,EXPECTED
(5#)11/2,178,1.810172,179,0.000000,,3.940170,4.594147e-01,EXPECTED
(5#)6,181,1.801625,193,0.000000,,3.859781,4.667687e-01,EXPECTED
(5#)13/2,199,1.132084,199,0.000000,,3.785416,2.990646e-01,EXPECTED
(7#),223,1.053604,223,0.000000,,3.762821,2.800038e-01,EXPECTED
(5#)15/2,236,1.517972,239,0.000000,,3.720591,4.079922e-01,EXPECTED
(5#)8,241,1.504150,251,0.000000,,3.677330,4.090332e-01,EXPECTED
(5#)17/2,262,2.366905,256,0.000000,,3.628660,6.522807e-01,EXPECTED
(5#)9,283,1.808288,283,0.000000,,3.586808,5.041497e-01,EXPECTED
(5#)19/2,292,2.207228,293,0.000000,,3.542686,6.230380e-01,EXPECTED
(5#)10,313,1.693274,313,0.000000,,3.522527,4.806987e-01,EXPECTED
(7#)3/2,316,2.096745,317,0.000000,,3.494147,6.000735e-01,EXPECTED
(5#)11,337,1.613017,337,0.000000,,3.492159,4.618968e-01,EXPECTED
(5#)23/2,349,1.970222,359,0.000000,,3.471171,5.675958e-01,EXPECTED
(5#)12,362,1.917761,373,0.000000,,3.448547,5.561070e-01,EXPECTED
(5#)25/2,379,1.492247,389,0.000000,,3.429995,4.350581e-01,EXPECTED
(5#)13,391,1.826947,401,0.000000,,3.417958,5.345142e-01,EXPECTED
(5#)27/2,412,2.111809,419,0.000000,,3.403807,6.204256e-01,EXPECTED
(7#)2,433,1.364958,433,0.000000,,3.399999,4.014584e-01,EXPECTED
(5#)29/2,439,2.366648,449,0.000000,,3.391967,6.977214e-01,EXPECTED
(5#)15,463,1.956971,463,0.000000,,3.384836,5.781583e-01,EXPECTED
(5#)31/2,466,1.944258,479,0.000000,,3.378423,5.754928e-01,EXPECTED
(5#)16,481,1.907067,491,0.000000,,3.374116,5.652049e-01,EXPECTED
(5#)33/2,496,1.863948,509,0.000000,,3.367088,5.535786e-01,EXPECTED
(5#)17,524,2.394277,512,0.000000,,3.366764,7.111508e-01,EXPECTED
(7#)5/2,526,2.089567,538,0.000000,,3.362859,6.213662e-01,EXPECTED
(5#)18,548,2.031998,547,0.000000,,3.362404,6.043289e-01,EXPECTED
(5#)37/2,569,1.983900,569,0.000000,,3.361809,5.901287e-01,EXPECTED
(5#)19,577,2.245675,577,0.000000,,3.363872,6.675863e-01,EXPECTED
(5#)39/2,599,2.188595,599,0.000000,,3.363069,6.507731e-01,EXPECTED
(5#)20,601,1.910627,613,0.000000,,3.366790,5.674922e-01,EXPECTED
(5#)41/2,617,1.876316,619,0.000000,,3.367550,5.571754e-01,EXPECTED
(7#)3,631,2.111378,643,0.000000,,3.368642,6.267742e-01,EXPECTED
(5#)43/2,649,2.329513,659,0.000000,,3.373128,6.906091e-01,EXPECTED
(5#)22,661,1.788981,673,0.000000,,3.375340,5.300151e-01,EXPECTED
(5#)45/2,677,2.010889,683,0.000000,,3.379134,5.950900e-01,EXPECTED
(5#)23,697,2.216917,701,0.000000,,3.388027,6.543386e-01,EXPECTED
(5#)47/2,706,1.706515,719,0.000000,,3.392102,5.030848e-01,EXPECTED
(5#)24,734,2.135493,733,0.000000,,3.398744,6.283183e-01,EXPECTED
(7#)7/2,743,2.355865,743,0.000000,,3.403721,6.921440e-01,EXPECTED
(5#)25,751,2.338294,761,0.000000,,3.406755,6.863699e-01,EXPECTED
(5#)51/2,766,2.072834,773,0.000000,,3.412290,6.074613e-01,EXPECTED
(5#)26,788,1.806384,787,0.000000,,3.422778,5.277538e-01,EXPECTED
(5#)53/2,802,1.784236,809,0.000000,,3.429240,5.203007e-01,EXPECTED
(5#)27,821,1.976976,823,0.000000,,3.439653,5.747603e-01,EXPECTED
(5#)55/2,839,2.379710,839,0.000000,,3.442795,6.912146e-01,EXPECTED
(7#)4,841,2.159749,853,0.000000,,3.450186,6.259805e-01,EXPECTED
(5#)57/2,859,1.914982,863,0.000000,,3.459199,5.535912e-01,EXPECTED
(5#)29,883,2.295458,883,0.000000,,3.470750,6.613723e-01,EXPECTED
(5#)59/2,886,2.287381,887,0.000000,,3.475546,6.581357e-01,EXPECTED
(5#)30,904,2.050129,911,0.000000,,3.488943,5.876075e-01,EXPECTED
(5#)61/2,919,1.825774,929,0.000000,,3.500513,5.215733e-01,EXPECTED
(5#)31,943,1.991920,941,0.000000,,3.510742,5.673786e-01,EXPECTED
(7#)9/2,958,2.164457,953,0.000000,,3.514713,6.158275e-01,EXPECTED
(5#)32,967,1.761041,971,0.000000,,3.524117,4.997113e-01,EXPECTED
(5#)65/2,982,1.933461,983,0.000000,,3.538234,5.464480e-01,EXPECTED
(5#)33,997,2.106150,997,0.000000,,3.549164,5.934214e-01,EXPECTED
(5#)67/2,1009,1.898450,1019,0.000000,,3.562579,5.328864e-01,EXPECTED
(5#)34,1024,2.252124,1024,0.000000,,3.573901,6.301585e-01,EXPECTED
(5#)69/2,1048,2.030676,1049,0.000000,,3.584902,5.664523e-01,EXPECTED
(7#)5,1063,2.195023,1063,0.000000,,3.596550,6.103135e-01,EXPECTED
(5#)71/2,1072,2.361462,1069,0.000000,,3.604853,6.550786e-01,EXPECTED
(5#)36,1094,2.506504,1093,0.000000,,3.612671,6.938091e-01,EXPECTED
(5#)73/2,1109,1.952088,1109,0.000000,,3.623747,5.386932e-01,EXPECTED
(5#)37,1123,2.110511,1123,0.000000,,3.640760,5.796897e-01,EXPECTED
(5#)75/2,1126,2.104611,1129,0.000000,,3.656211,5.756262e-01,EXPECTED
(5#)38,1147,2.252003,1153,0.000000,,3.668755,6.138330e-01,EXPECTED
(11#)/2,1244,2.122683,1259,0.000000,,3.686419,5.758116e-01,EXPECTED
(7#)6,1319,1.723241,1361,0.000000,,2.920744,5.900007e-01,EXPECTED
(7#)13/2,1402,1.647631,1459,0.000000,,2.895153,5.690998e-01,EXPECTED
(7#)7,1489,1.865276,1571,0.000000,,2.750790,6.780874e-01,EXPECTED
(7#)15/2,1676,2.104753,1669,0.000000,,2.656459,7.923153e-01,EXPECTED
(7#)8,1774,2.019039,1783,0.000000,,2.543533,7.937931e-01,EXPECTED
(7#)17/2,1849,2.204669,1889,0.000000,,2.469054,8.929205e-01,EXPECTED
(7#)9,1966,1.989272,1993,0.000000,,2.359864,8.429604e-01,EXPECTED
(7#)19/2,2029,1.715762,2048,0.000000,,2.322172,7.388609e-01,EXPECTED
(7#)10,2104,2.003507,2203,0.030773,4.176017e+00,2.200676,8.964218e-01,EXPECTED
(7#)21/2,2287,1.989104,2309,0.092752,3.065510e+00,2.132765,8.891519e-01,EXPECTED
(11#),2347,2.156625,2411,0.151591,2.655114e+00,2.103047,9.533948e-01,EXPECTED
(7#)23/2,2447,2.190317,2503,0.207225,2.357996e+00,2.070485,9.577910e-01,EXPECTED
(7#)12,2623,2.363446,2621,0.257898,2.215312e+00,2.017737,1.043520e+00,EXPECTED
(7#)25/2,2633,2.168203,2729,0.308674,1.949368e+00,1.972986,9.424948e-01,EXPECTED
(7#)13,2809,2.065835,2833,0.350144,1.774945e+00,1.926921,8.903795e-01,EXPECTED
(7#)27/2,2909,2.274897,2939,0.392369,1.757487e+00,1.880057,1.001314e+00,EXPECTED
(7#)14,2974,2.064698,3041,0.433055,1.561875e+00,1.847008,8.833979e-01,EXPECTED
(7#)29/2,3076,1.845344,3137,0.469176,1.369443e+00,1.805473,7.622202e-01,EXPECTED
(7#)15,3221,2.107297,3253,0.506571,1.425497e+00,1.780543,8.990100e-01,EXPECTED
(7#)31/2,3334,2.210551,3359,0.536176,1.416535e+00,1.733120,9.661045e-01,EXPECTED
(7#)16,3386,2.340982,3463,0.567002,1.417963e+00,1.714431,1.034734e+00,EXPECTED
(11#)3/2,3559,2.029695,3559,0.596739,1.224161e+00,1.673946,8.560348e-01,EXPECTED
(7#)17,3571,2.249487,3673,0.624477,1.281543e+00,1.657078,9.806479e-01,EXPECTED
(7#)35/2,3769,1.943543,3779,0.651393,1.093155e+00,1.629239,7.931003e-01,EXPECTED
(7#)18,3799,2.075010,3881,0.679310,1.116644e+00,1.599851,8.723937e-01,EXPECTED
(7#)37/2,3964,2.216472,3989,0.701321,1.150706e+00,1.579242,9.594166e-01,EXPECTED
(7#)19,4051,2.044491,4093,0.725346,1.036255e+00,1.557788,8.468065e-01,EXPECTED
(7#)39/2,4153,2.340594,4096,0.745350,1.144306e+00,1.534634,1.039495e+00,EXPECTED
(7#)20,4282,2.220909,4297,0.766776,1.063477e+00,1.510539,9.626584e-01,EXPECTED
(7#)41/2,4393,2.306710,4409,0.787852,1.074267e+00,1.483397,1.023905e+00,EXPECTED
(7#)21,4486,2.143577,4513,0.807681,9.760640e-01,1.471038,9.081315e-01,EXPECTED
(7#)43/2,4603,2.102361,4603,0.824950,9.354935e-01,1.457512,8.764326e-01,EXPECTED
(11#)2,4651,2.085780,4723,0.842561,9.064521e-01,1.436921,8.651965e-01,EXPECTED
(7#)45/2,4801,1.856187,4817,0.860125,7.692019e-01,1.411396,7.057282e-01,EXPECTED
(7#)23,4909,2.178086,4933,0.876044,9.107855e-01,1.402911,9.281002e-01,EXPECTED
(7#)47/2,4987,2.151973,5039,0.892028,8.806429e-01,1.387613,9.079945e-01,EXPECTED
(7#)24,5086,2.176695,5119,0.908000,8.743186e-01,1.368557,9.270312e-01,EXPECTED
(7#)49/2,5242,2.126897,5237,0.921875,8.360097e-01,1.357136,8.879154e-01,EXPECTED
(7#)25,5308,2.217466,5351,0.937227,8.611949e-01,1.342000,9.539784e-01,EXPECTED
(7#)51/2,5416,1.965120,5449,0.951528,7.252395e-01,1.326148,7.643129e-01,EXPECTED
(7#)26,5557,2.301782,5563,0.963533,8.708321e-01,1.310773,1.020962e+00,EXPECTED
(7#)53/2,5596,2.182571,5669,0.975803,8.049981e-01,1.299653,9.285309e-01,EXPECTED
(7#)27,5728,2.248387,5749,0.988746,8.215309e-01,1.285293,9.800419e-01,EXPECTED
(11#)5/2,5857,2.159168,5879,0.999945,7.697780e-01,1.272624,9.108920e-01,EXPECTED
(7#)28,5906,2.349289,5981,1.011141,8.430333e-01,1.255490,1.065837e+00,EXPECTED
(7#)57/2,6038,2.309643,6089,1.022360,8.149793e-01,1.253055,1.027316e+00,EXPECTED
(7#)29,6131,2.233345,6173,1.033043,7.709916e-01,1.242652,9.659197e-01,EXPECTED
(7#)59/2,6218,2.356115,6299,1.043616,8.143225e-01,1.231259,1.065981e+00,EXPECTED
(7#)30,6353,2.124621,6397,1.053650,7.013331e-01,1.221197,8.769846e-01,EXPECTED
(7#)61/2,6421,2.298798,6491,1.064044,7.703096e-01,1.208283,1.021908e+00,EXPECTED
(7#)31,6568,2.399779,6607,1.073833,8.041422e-01,1.198831,1.106032e+00,EXPECTED
(7#)63/2,6719,2.265862,6719,1.082498,7.386839e-01,1.188717,9.954968e-01,EXPECTED
(7#)32,6791,2.430712,6823,1.091862,8.002997e-01,1.178005,1.136540e+00,EXPECTED
(7#)65/2,6863,2.365471,6917,1.100028,7.656415e-01,1.169535,1.082005e+00,EXPECTED
(11#)3,7024,2.323062,7027,1.109199,7.392480e-01,1.163078,1.043664e+00,EXPECTED
(7#)67/2,7108,2.390305,7129,1.116895,7.608685e-01,1.147420,1.109803e+00,EXPECTED
(7#)34,7219,2.055910,7243,1.125269,6.026965e-01,1.145817,8.122074e-01,EXPECTED
(7#)69/2,7246,2.136908,7349,1.132540,6.348970e-01,1.137918,8.826365e-01,EXPECTED
(7#)35,7351,2.199762,7451,1.140048,6.572788e-01,1.130510,9.373769e-01,EXPECTED
(7#)71/2,7522,2.372402,7559,1.147513,7.263060e-01,1.121927,1.091772e+00,EXPECTED
(7#)36,7561,2.321013,7649,1.154626,6.982272e-01,1.113857,1.047160e+00,EXPECTED
(7#)73/2,7727,2.199214,7759,1.161817,6.381149e-01,1.103907,9.397504e-01,EXPECTED
(7#)37,7846,2.336977,7873,1.169331,6.924264e-01,1.096935,1.064462e+00,EXPECTED
(7#)75/2,7951,2.232082,7963,1.175130,6.415560e-01,1.089506,9.701204e-01,EXPECTED
(7#)38,8062,2.328303,8081,1.182264,6.777084e-01,1.079359,1.061777e+00,EXPECTED
